training_id,employee_id,company_id,course_name,course_category,enrollment_date,completion_date,completion_status,score,duration_hours
TR001088,C10-E0052,C10,IA Responsavel: Vieses e Limitacoes,Governanca,2025-06-09,,Nao Iniciado,,1.7
TR001089,C10-E0122,C10,Analise de Dados com IA,Dados e Analytics,2026-06-25,,Em Andamento,,4.1
TR001090,C10-E0122,C10,IA Responsavel: Vieses e Limitacoes,Governanca,2026-05-27,2026-07-04,Concluido,78.0,1.7
TR001091,C10-E0118,C10,Fundamentos de IA Generativa,IA Generativa,2026-04-12,2026-05-17,Concluido,78.0,2.1
TR001092,C10-E0032,C10,Analise de Dados com IA,Dados e Analytics,2026-06-28,,Nao Iniciado,,3.7
TR001093,C10-E0012,C10,Etica e Governanca de Dados em IA,Governanca,2025-06-10,2025-08-08,Concluido,60.0,2.2
TR001094,C10-E0106,C10,Fundamentos de IA Generativa,IA Generativa,2025-12-06,,Nao Iniciado,,2.3
TR001095,C10-E0106,C10,IA Responsavel: Vieses e Limitacoes,Governanca,2026-03-11,,Nao Iniciado,,1.7
TR001096,C11-E0007,C11,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-08-27,2025-10-20,Concluido,63.0,4.1
TR001097,C11-E0007,C11,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-06-27,,Nao Iniciado,,2.0
TR001098,C11-E0027,C11,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-05-25,2026-07-04,Concluido,90.0,4.6
TR001099,C11-E0027,C11,IA Responsavel: Vieses e Limitacoes,Governanca,2026-06-12,,Abandonado,,1.6
TR001100,C11-E0033,C11,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-07-20,,Abandonado,,1.0
TR001101,C11-E0033,C11,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-08-27,2025-10-18,Concluido,75.0,1.5
TR001102,C11-E0013,C11,IA Responsavel: Vieses e Limitacoes,Governanca,2026-02-08,2026-03-30,Concluido,84.0,1.8
TR001103,C11-E0003,C11,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-06-17,2026-08-05,Concluido,68.0,4.3
TR001104,C11-E0003,C11,Analise de Dados com IA,Dados e Analytics,2026-05-26,,Em Andamento,,3.9
TR001105,C11-E0012,C11,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-12-20,2026-02-02,Concluido,58.0,4.0
TR001106,C11-E0004,C11,Etica e Governanca de Dados em IA,Governanca,2025-08-13,2025-09-19,Concluido,93.0,2.2
TR001107,C11-E0032,C11,Automatizacao de Tarefas com IA,Produtividade,2026-01-16,2026-02-03,Concluido,67.0,2.8
TR001108,C11-E0032,C11,Fundamentos de IA Generativa,IA Generativa,2025-07-22,,Abandonado,,2.4
TR001109,C11-E0001,C11,Prompt Engineering na Pratica,IA Generativa,2025-12-04,2026-01-29,Concluido,72.0,2.9
TR001110,C11-E0010,C11,IA para Times Comerciais,Aplicacoes de Negocio,2026-07-02,2026-07-22,Concluido,57.0,1.6
TR001111,C11-E0037,C11,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-04-17,,Abandonado,,2.2
TR001112,C12-E0251,C12,Fundamentos de IA Generativa,IA Generativa,2026-07-28,,Nao Iniciado,,2.1
TR001113,C12-E0194,C12,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-12-17,2025-12-25,Concluido,65.0,2.4
TR001114,C12-E0194,C12,Analise de Dados com IA,Dados e Analytics,2025-12-07,2025-12-22,Concluido,88.0,4.5
TR001115,C12-E0060,C12,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-06-21,2026-06-30,Concluido,75.0,2.3
TR001116,C12-E0117,C12,Analise de Dados com IA,Dados e Analytics,2026-02-22,2026-04-15,Concluido,68.0,4.1
TR001117,C12-E0017,C12,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-05-10,2026-05-20,Concluido,57.0,1.1
TR001118,C12-E0017,C12,Automatizacao de Tarefas com IA,Produtividade,2026-02-01,2026-03-09,Concluido,93.0,2.4
TR001119,C12-E0253,C12,Fundamentos de IA Generativa,IA Generativa,2026-07-02,,Abandonado,,2.0
TR001120,C12-E0141,C12,IA Responsavel: Vieses e Limitacoes,Governanca,2025-06-29,2025-07-06,Concluido,82.0,1.4
TR001121,C12-E0141,C12,Automatizacao de Tarefas com IA,Produtividade,2026-01-04,,Abandonado,,2.7
TR001122,C12-E0070,C12,Automatizacao de Tarefas com IA,Produtividade,2026-04-25,,Nao Iniciado,,2.7
TR001123,C12-E0088,C12,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-07-15,2025-08-14,Concluido,97.0,2.0
TR001124,C12-E0088,C12,IA para Times Comerciais,Aplicacoes de Negocio,2026-03-27,,Nao Iniciado,,1.5
TR001125,C12-E0035,C12,Etica e Governanca de Dados em IA,Governanca,2025-07-29,,Nao Iniciado,,1.9
TR001126,C12-E0051,C12,IA para Times Comerciais,Aplicacoes de Negocio,2025-11-26,2026-01-23,Concluido,58.0,1.7
TR001127,C12-E0051,C12,Automatizacao de Tarefas com IA,Produtividade,2026-07-07,,Nao Iniciado,,2.3
TR001128,C12-E0221,C12,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-03-14,2026-04-20,Concluido,84.0,1.4
TR001129,C12-E0221,C12,Analise de Dados com IA,Dados e Analytics,2025-08-31,2025-09-05,Concluido,79.0,4.5
TR001130,C12-E0134,C12,Prompt Engineering na Pratica,IA Generativa,2026-04-14,2026-04-26,Concluido,71.0,3.1
TR001131,C12-E0214,C12,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-11-16,2025-12-18,Concluido,80.0,1.8
TR001132,C12-E0214,C12,Automatizacao de Tarefas com IA,Produtividade,2026-02-12,2026-04-08,Concluido,87.0,2.4
TR001133,C12-E0214,C12,IA para Times Comerciais,Aplicacoes de Negocio,2025-11-19,2025-12-31,Concluido,86.0,1.6
TR001134,C12-E0161,C12,Analise de Dados com IA,Dados e Analytics,2026-05-07,2026-05-25,Concluido,57.0,3.6
TR001135,C12-E0161,C12,Fundamentos de IA Generativa,IA Generativa,2026-01-04,,Nao Iniciado,,2.4
TR001136,C12-E0161,C12,IA Responsavel: Vieses e Limitacoes,Governanca,2025-11-11,,Abandonado,,1.7
TR001137,C12-E0069,C12,Fundamentos de IA Generativa,IA Generativa,2025-12-21,2025-12-28,Concluido,58.0,2.3
TR001138,C12-E0126,C12,IA para Times Comerciais,Aplicacoes de Negocio,2026-05-29,,Em Andamento,,1.6
TR001139,C12-E0169,C12,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-08-29,2025-10-18,Concluido,91.0,1.6
TR001140,C12-E0045,C12,Prompt Engineering na Pratica,IA Generativa,2026-04-24,,Em Andamento,,2.9
TR001141,C12-E0164,C12,IA para Times Comerciais,Aplicacoes de Negocio,2025-10-12,2025-11-19,Concluido,69.0,1.5
TR001142,C12-E0164,C12,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-06-28,2025-07-30,Concluido,90.0,1.4
TR001143,C12-E0164,C12,Etica e Governanca de Dados em IA,Governanca,2025-11-21,2025-12-01,Concluido,69.0,1.7
TR001144,C12-E0096,C12,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-01-13,2026-02-22,Concluido,91.0,1.7
TR001145,C12-E0109,C12,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-05-22,2026-06-27,Concluido,95.0,2.1
TR001146,C12-E0109,C12,Etica e Governanca de Dados em IA,Governanca,2025-09-17,2025-10-28,Concluido,64.0,1.9
TR001147,C12-E0049,C12,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-02-06,2026-03-08,Concluido,63.0,1.4
TR001148,C12-E0227,C12,Etica e Governanca de Dados em IA,Governanca,2025-12-28,2026-01-12,Concluido,91.0,2.3
TR001149,C12-E0227,C12,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-03-12,2026-04-14,Concluido,84.0,1.8
TR001150,C12-E0097,C12,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-09-22,,Nao Iniciado,,1.3
TR001151,C12-E0094,C12,IA para Times Comerciais,Aplicacoes de Negocio,2026-07-21,2026-08-10,Concluido,91.0,1.4
TR001152,C12-E0094,C12,Automatizacao de Tarefas com IA,Produtividade,2026-05-17,,Abandonado,,2.7
TR001153,C12-E0098,C12,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-04-12,2026-05-05,Concluido,86.0,2.0
TR001154,C12-E0152,C12,Analise de Dados com IA,Dados e Analytics,2025-07-31,2025-09-04,Concluido,60.0,3.9
TR001155,C12-E0152,C12,Automatizacao de Tarefas com IA,Produtividade,2025-12-09,,Abandonado,,2.8
TR001156,C12-E0152,C12,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-06-05,,Abandonado,,1.9
TR001157,C12-E0122,C12,Etica e Governanca de Dados em IA,Governanca,2025-12-19,2026-01-13,Concluido,57.0,2.3
TR001158,C12-E0029,C12,Fundamentos de IA Generativa,IA Generativa,2026-07-17,,Em Andamento,,1.9
TR001159,C12-E0026,C12,Etica e Governanca de Dados em IA,Governanca,2025-07-19,,Abandonado,,2.2
TR001160,C12-E0026,C12,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-09-20,2025-10-05,Concluido,84.0,1.4
TR001161,C12-E0148,C12,Analise de Dados com IA,Dados e Analytics,2025-12-10,,Nao Iniciado,,3.7
TR001162,C12-E0148,C12,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-09-12,2025-09-23,Concluido,55.0,1.7
TR001163,C12-E0033,C12,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-06-20,2026-07-07,Concluido,65.0,2.1
TR001164,C12-E0061,C12,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-07-27,2026-08-10,Concluido,58.0,4.1
TR001165,C12-E0061,C12,Analise de Dados com IA,Dados e Analytics,2026-07-30,2026-08-10,Concluido,61.0,4.2
TR001166,C12-E0091,C12,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-03-21,2026-03-25,Concluido,56.0,1.9
TR001167,C12-E0091,C12,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-06-25,2025-08-22,Concluido,59.0,1.9
TR001168,C12-E0201,C12,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-12-15,,Abandonado,,4.5
TR001169,C12-E0023,C12,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-09-21,,Nao Iniciado,,2.1
TR001170,C12-E0259,C12,IA para Times Comerciais,Aplicacoes de Negocio,2025-12-27,,Em Andamento,,1.3
TR001171,C12-E0259,C12,Analise de Dados com IA,Dados e Analytics,2025-08-28,,Abandonado,,4.3
TR001172,C12-E0259,C12,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-07-24,2025-08-28,Concluido,85.0,2.0
TR001173,C12-E0230,C12,Fundamentos de IA Generativa,IA Generativa,2026-05-29,2026-06-23,Concluido,95.0,1.8
TR001174,C12-E0243,C12,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-04-08,,Abandonado,,2.3
TR001175,C12-E0243,C12,IA Responsavel: Vieses e Limitacoes,Governanca,2025-07-30,,Em Andamento,,1.6
TR001176,C12-E0243,C12,Prompt Engineering na Pratica,IA Generativa,2026-04-30,2026-06-29,Concluido,61.0,2.9
TR001177,C12-E0009,C12,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-08-27,2025-10-06,Concluido,81.0,1.6
TR001178,C12-E0172,C12,Prompt Engineering na Pratica,IA Generativa,2025-12-26,,Abandonado,,3.2
TR001179,C12-E0263,C12,Etica e Governanca de Dados em IA,Governanca,2025-12-14,2026-02-03,Concluido,64.0,2.1
TR001180,C12-E0119,C12,IA para Times Comerciais,Aplicacoes de Negocio,2025-11-21,,Nao Iniciado,,1.8
TR001181,C12-E0008,C12,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-01-20,2026-03-08,Concluido,73.0,1.9
TR001182,C12-E0206,C12,Prompt Engineering na Pratica,IA Generativa,2026-07-02,,Nao Iniciado,,2.9
TR001183,C12-E0206,C12,IA Responsavel: Vieses e Limitacoes,Governanca,2026-07-12,,Em Andamento,,1.4
TR001184,C12-E0036,C12,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-06-18,2026-07-21,Concluido,86.0,1.1
TR001185,C12-E0135,C12,Fundamentos de IA Generativa,IA Generativa,2026-06-07,2026-07-04,Concluido,76.0,2.0
TR001186,C12-E0018,C12,Prompt Engineering na Pratica,IA Generativa,2025-12-14,2026-02-02,Concluido,91.0,3.6
TR001187,C12-E0100,C12,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-04-16,2026-06-10,Concluido,80.0,2.3
TR001188,C12-E0100,C12,IA para Times Comerciais,Aplicacoes de Negocio,2026-02-03,2026-02-06,Concluido,57.0,1.3
TR001189,C12-E0053,C12,Prompt Engineering na Pratica,IA Generativa,2025-09-01,2025-10-07,Concluido,57.0,2.8
TR001190,C12-E0053,C12,IA Responsavel: Vieses e Limitacoes,Governanca,2025-10-07,2025-10-19,Concluido,98.0,1.4
TR001191,C12-E0184,C12,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-04-14,2026-04-25,Concluido,66.0,4.5
TR001192,C12-E0107,C12,IA Responsavel: Vieses e Limitacoes,Governanca,2025-11-13,,Abandonado,,1.4
TR001193,C12-E0107,C12,Analise de Dados com IA,Dados e Analytics,2025-08-24,2025-09-06,Concluido,79.0,3.8
TR001194,C12-E0107,C12,IA para Times Comerciais,Aplicacoes de Negocio,2026-05-15,2026-05-21,Concluido,87.0,1.5
TR001195,C12-E0022,C12,Automatizacao de Tarefas com IA,Produtividade,2026-02-15,2026-04-05,Concluido,75.0,2.5
TR001196,C12-E0180,C12,Fundamentos de IA Generativa,IA Generativa,2025-11-10,,Abandonado,,2.1
TR001197,C12-E0225,C12,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-02-12,2026-03-26,Concluido,60.0,1.2
TR001198,C12-E0178,C12,Fundamentos de IA Generativa,IA Generativa,2026-07-21,,Em Andamento,,1.8
TR001199,C12-E0178,C12,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-06-11,,Nao Iniciado,,2.1
TR001200,C12-E0178,C12,IA Responsavel: Vieses e Limitacoes,Governanca,2025-07-19,,Nao Iniciado,,1.4
TR001201,C12-E0132,C12,IA para Times Comerciais,Aplicacoes de Negocio,2026-02-02,2026-02-23,Concluido,75.0,1.3
TR001202,C12-E0174,C12,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-02-27,2026-03-27,Concluido,56.0,2.3
TR001203,C12-E0204,C12,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-07-20,2026-07-23,Concluido,74.0,4.3
TR001204,C12-E0040,C12,IA para Times Comerciais,Aplicacoes de Negocio,2026-02-16,2026-03-11,Concluido,81.0,1.6
TR001205,C12-E0040,C12,IA Responsavel: Vieses e Limitacoes,Governanca,2025-12-31,,Em Andamento,,1.4
TR001206,C12-E0200,C12,Fundamentos de IA Generativa,IA Generativa,2026-06-28,,Em Andamento,,1.9
TR001207,C12-E0200,C12,Analise de Dados com IA,Dados e Analytics,2025-07-04,2025-07-15,Concluido,85.0,4.3
TR001208,C12-E0065,C12,Prompt Engineering na Pratica,IA Generativa,2025-09-09,,Em Andamento,,2.9
TR001209,C12-E0087,C12,Fundamentos de IA Generativa,IA Generativa,2025-09-17,2025-10-08,Concluido,71.0,1.8
TR001210,C12-E0003,C12,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-05-01,,Nao Iniciado,,4.0
TR001211,C12-E0176,C12,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-06-09,,Nao Iniciado,,4.2
TR001212,C12-E0024,C12,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-07-23,,Abandonado,,4.3
TR001213,C12-E0125,C12,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-03-23,2026-05-12,Concluido,89.0,1.5
TR001214,C12-E0120,C12,Automatizacao de Tarefas com IA,Produtividade,2026-03-05,2026-04-29,Concluido,57.0,2.9
TR001215,C12-E0185,C12,Fundamentos de IA Generativa,IA Generativa,2026-07-14,,Abandonado,,2.0
TR001216,C12-E0173,C12,Prompt Engineering na Pratica,IA Generativa,2026-05-20,,Em Andamento,,2.8
TR001217,C12-E0102,C12,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-05-01,2026-06-26,Concluido,91.0,1.0
TR001218,C12-E0102,C12,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-05-11,,Abandonado,,2.4
TR001219,C12-E0102,C12,Fundamentos de IA Generativa,IA Generativa,2025-10-11,,Abandonado,,1.8
TR001220,C12-E0237,C12,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-06-14,2025-07-18,Concluido,77.0,1.3
TR001221,C12-E0237,C12,Fundamentos de IA Generativa,IA Generativa,2026-05-14,2026-06-17,Concluido,99.0,2.0
TR001222,C12-E0058,C12,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-02-02,2026-03-18,Concluido,71.0,1.8
TR001223,C12-E0056,C12,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-07-04,2026-08-10,Concluido,62.0,1.5
TR001224,C12-E0056,C12,Analise de Dados com IA,Dados e Analytics,2026-05-01,2026-05-25,Concluido,80.0,4.8
TR001225,C12-E0013,C12,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-01-09,2026-02-24,Concluido,62.0,1.8
TR001226,C12-E0133,C12,Prompt Engineering na Pratica,IA Generativa,2025-06-28,,Em Andamento,,2.9
TR001227,C12-E0130,C12,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-10-10,,Abandonado,,3.5
TR001228,C12-E0130,C12,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-05-20,,Nao Iniciado,,2.0
TR001229,C12-E0130,C12,Analise de Dados com IA,Dados e Analytics,2026-05-14,2026-06-19,Concluido,86.0,4.7
TR001230,C12-E0020,C12,Fundamentos de IA Generativa,IA Generativa,2025-07-27,2025-08-14,Concluido,81.0,1.8
TR001231,C12-E0145,C12,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-11-20,2025-11-30,Concluido,84.0,3.9
TR001232,C12-E0044,C12,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-11-03,,Em Andamento,,2.2
TR001233,C12-E0232,C12,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-04-19,,Abandonado,,2.4
TR001234,C12-E0208,C12,Fundamentos de IA Generativa,IA Generativa,2025-11-29,2025-12-13,Concluido,64.0,1.9
TR001235,C12-E0106,C12,IA Responsavel: Vieses e Limitacoes,Governanca,2025-11-11,2026-01-07,Concluido,82.0,1.4
TR001236,C12-E0085,C12,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-05-26,2026-06-16,Concluido,77.0,2.2
TR001237,C12-E0030,C12,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-06-22,2025-07-05,Concluido,75.0,1.1
TR001238,C12-E0142,C12,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-05-29,,Nao Iniciado,,0.9
TR001239,C12-E0228,C12,IA Responsavel: Vieses e Limitacoes,Governanca,2025-07-28,,Nao Iniciado,,1.6
TR001240,C12-E0228,C12,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-05-14,,Nao Iniciado,,3.6
TR001241,C12-E0257,C12,IA Responsavel: Vieses e Limitacoes,Governanca,2025-12-05,,Nao Iniciado,,1.5
TR001242,C12-E0195,C12,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-07-11,,Em Andamento,,2.2
TR001243,C12-E0006,C12,Analise de Dados com IA,Dados e Analytics,2026-03-01,,Abandonado,,4.1
TR001244,C12-E0034,C12,Analise de Dados com IA,Dados e Analytics,2026-01-11,,Abandonado,,4.4
TR001245,C12-E0034,C12,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-03-22,2026-03-25,Concluido,83.0,1.1
TR001246,C12-E0217,C12,IA Responsavel: Vieses e Limitacoes,Governanca,2026-03-08,,Abandonado,,1.6
TR001247,C12-E0154,C12,Prompt Engineering na Pratica,IA Generativa,2026-06-07,2026-07-23,Concluido,65.0,3.1
TR001248,C12-E0129,C12,Fundamentos de IA Generativa,IA Generativa,2026-02-02,,Em Andamento,,2.4
TR001249,C12-E0057,C12,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-11-02,2025-11-16,Concluido,81.0,1.0
TR001250,C12-E0057,C12,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-07-20,,Nao Iniciado,,2.0
TR001251,C12-E0057,C12,Etica e Governanca de Dados em IA,Governanca,2025-09-10,2025-10-31,Concluido,85.0,1.8
TR001252,C12-E0160,C12,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-07-28,2026-08-10,Concluido,89.0,3.4
TR001253,C12-E0160,C12,Fundamentos de IA Generativa,IA Generativa,2025-09-10,2025-10-23,Concluido,91.0,1.8
TR001254,C12-E0160,C12,IA para Times Comerciais,Aplicacoes de Negocio,2026-04-05,,Em Andamento,,1.6
TR001255,C12-E0226,C12,IA para Times Comerciais,Aplicacoes de Negocio,2026-05-31,2026-06-15,Concluido,55.0,1.5
TR001256,C12-E0143,C12,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-03-21,2026-03-24,Concluido,92.0,1.2
TR001257,C12-E0143,C12,Analise de Dados com IA,Dados e Analytics,2025-08-22,,Em Andamento,,4.8
TR001258,C12-E0143,C12,Etica e Governanca de Dados em IA,Governanca,2025-12-22,,Abandonado,,2.2
TR001259,C12-E0187,C12,Fundamentos de IA Generativa,IA Generativa,2025-10-17,,Em Andamento,,2.2
TR001260,C12-E0187,C12,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-06-11,2025-06-29,Concluido,89.0,1.7
TR001261,C12-E0189,C12,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2026-07-30,,Em Andamento,,2.1
TR001262,C12-E0189,C12,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-06-03,2025-07-29,Concluido,60.0,4.3
TR001263,C12-E0112,C12,Fundamentos de IA Generativa,IA Generativa,2026-06-17,2026-07-01,Concluido,61.0,1.8
TR001264,C12-E0112,C12,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-01-13,2026-01-31,Concluido,97.0,1.9
TR001265,C12-E0270,C12,Analise de Dados com IA,Dados e Analytics,2025-08-26,,Nao Iniciado,,4.6
TR001266,C12-E0270,C12,IA para Times Comerciais,Aplicacoes de Negocio,2025-07-16,,Nao Iniciado,,1.6
TR001267,C12-E0197,C12,Automatizacao de Tarefas com IA,Produtividade,2026-01-31,,Em Andamento,,2.2
TR001268,C12-E0095,C12,Prompt Engineering na Pratica,IA Generativa,2025-07-11,2025-08-03,Concluido,87.0,2.7
TR001269,C12-E0001,C12,Fundamentos de IA Generativa,IA Generativa,2025-10-18,2025-12-09,Concluido,67.0,2.1
TR001270,C12-E0001,C12,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-08-19,,Nao Iniciado,,1.7
TR001271,C12-E0124,C12,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2026-06-07,,Nao Iniciado,,1.6
TR001272,C12-E0124,C12,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-03-17,,Em Andamento,,1.1
TR001273,C12-E0042,C12,Automatizacao de Tarefas com IA,Produtividade,2025-07-29,2025-09-27,Concluido,75.0,3.0
TR001274,C12-E0118,C12,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-07-30,2025-08-20,Concluido,84.0,1.7
TR001275,C12-E0118,C12,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-06-20,,Nao Iniciado,,1.0
TR001276,C12-E0047,C12,Automatizacao de Tarefas com IA,Produtividade,2025-09-27,2025-11-15,Concluido,92.0,2.8
TR001277,C12-E0239,C12,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2026-03-18,2026-04-02,Concluido,64.0,1.1
TR001278,C12-E0079,C12,Fundamentos de IA Generativa,IA Generativa,2025-11-25,,Abandonado,,2.1
TR001279,C12-E0004,C12,Fundamentos de IA Generativa,IA Generativa,2026-01-18,,Em Andamento,,1.9
TR001280,C12-E0205,C12,Etica e Governanca de Dados em IA,Governanca,2025-06-01,,Abandonado,,1.9
TR001281,C12-E0205,C12,Automatizacao de Tarefas com IA,Produtividade,2025-09-28,2025-11-15,Concluido,58.0,2.2
TR001282,C12-E0193,C12,Prompt Engineering na Pratica,IA Generativa,2026-02-19,,Em Andamento,,3.4
TR001283,C12-E0193,C12,Seguranca da Informacao e Uso de IA,Seguranca e Compliance,2025-08-02,2025-08-11,Concluido,70.0,1.7
TR001284,C13-E0081,C13,Etica e Governanca de Dados em IA,Governanca,2026-06-04,,Abandonado,,2.1
TR001285,C13-E0081,C13,LGPD e Ferramentas de IA,Seguranca e Compliance,2025-11-04,2025-11-08,Concluido,94.0,1.8
TR001286,C13-E0019,C13,Microsoft 365 Copilot na Pratica,Ferramentas Corporativas,2025-12-25,2026-01-24,Concluido,57.0,2.0
TR001287,C13-E0019,C13,Etica e Governanca de Dados em IA,Governanca,2025-09-02,2025-09-12,Concluido,94.0,2.0
TR001288,C13-E0064,C13,Etica e Governanca de Dados em IA,Governanca,2026-02-25,2026-03-13,Concluido,70.0,1.7
TR001289,C13-E0061,C13,Automatizacao de Tarefas com IA,Produtividade,2025-10-28,,Em Andamento,,2.9
TR001290,C13-E0030,C13,IA para Times Comerciais,Aplicacoes de Negocio,2025-10-30,2025-11-06,Concluido,81.0,1.5
TR001291,C13-E0030,C13,Etica e Governanca de Dados em IA,Governanca,2025-11-30,,Em Andamento,,1.9
TR001292,C13-E0052,C13,Fundamentos de IA Generativa,IA Generativa,2025-12-30,2026-01-21,Concluido,56.0,1.9
TR001293,C13-E0031,C13,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-11-14,,Nao Iniciado,,4.2
TR001294,C13-E0042,C13,Etica e Governanca de Dados em IA,Governanca,2026-07-17,2026-08-08,Concluido,63.0,2.0
TR001295,C13-E0022,C13,Analise de Dados com IA,Dados e Analytics,2026-05-10,2026-06-04,Concluido,73.0,4.0
TR001296,C13-E0056,C13,LGPD e Ferramentas de IA,Seguranca e Compliance,2026-03-03,2026-03-23,Concluido,82.0,2.0
TR001297,C13-E0047,C13,Prompt Engineering na Pratica,IA Generativa,2026-01-04,2026-01-21,Concluido,85.0,3.2
TR001298,C13-E0047,C13,IA para Times Comerciais,Aplicacoes de Negocio,2026-04-23,2026-06-21,Concluido,99.0,1.5
TR001299,C13-E0048,C13,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-12-14,2026-02-09,Concluido,75.0,1.0
TR001300,C13-E0048,C13,Analise de Dados com IA,Dados e Analytics,2025-11-23,2026-01-18,Concluido,80.0,4.8
TR001301,C13-E0048,C13,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2026-03-26,2026-05-22,Concluido,72.0,4.4
TR001302,C13-E0003,C13,Introducao ao ChatGPT Enterprise,Ferramentas Corporativas,2025-09-05,,Em Andamento,,1.1
TR001303,C13-E0003,C13,Analise de Dados com IA,Dados e Analytics,2025-08-04,2025-09-10,Concluido,84.0,4.0
TR001304,C13-E0054,C13,Fundamentos de IA Generativa,IA Generativa,2026-05-10,2026-05-30,Concluido,80.0,1.9
TR001305,C13-E0070,C13,Copilot para Desenvolvedores,Ferramentas de Desenvolvimento,2025-12-08,,Nao Iniciado,,3.9
